Unnamed: 0,id,image,text,title,url,full_description,translation
18,MARIMBA,https://mynoise.net/Data/MARIMBA/bg.jpg,"Sonic Wood Craftsmanship It's an honor to welcome Ben Clark, a fan of this website and a professional drummer based in London, now writing and touring with Zooni . Though Ben is primarily a drum kit player, he is passionate about percussion of all kinds, particularly the marimba and vibraphone. Ben has played with some of the finest musicians on the planet, and is now contributing to the myNoise project with one of his favorite instruments. The marimba is a gorgeous instrument that is capable of creating beautifully sonorous combinations of polyrhythms, intertwining together to make something that keeps changing — even more so on myNoise with its unique audio engine that relies on free-running tracks. Even at startup, the generator plays differently. Have a try by reloading the page; it's subtle, but not for the trained ear. The attentive listener will also notice two synthesizer tracks on this soundscape. I have always been reluctant to mix electronic and acoustic sources, as the charm of one often destroys the charm of the other. It’s like mixing horses with motorcycles in the same race. Now, there are some artists that do master such an eclectic blending of acoustic and electronic sounds, and Peter Gabriel is my favorite. I was surprised to find two synth tracks on Ben's contribution and was ready to discard them without further judgement as I believed I am yet to have someone like Peter Gabriel among my fans. However, I then realized that these two tracks were sonic gems, totally making sense sonically in the soundscape. And this, to me, confirmed the indisputable talent of Ben Clark. ",Marimbas,https://mynoise.net/NoiseMachines/benClarkMarimbaGenerator.php,"Marimbas
Sonic Wood Craftsmanship It's an honor to welcome Ben Clark, a fan of this website and a professional drummer based in London, now writing and touring with Zooni . Though Ben is primarily a drum kit player, he is passionate about percussion of all kinds, particularly the marimba and vibraphone. Ben has played with some of the finest musicians on the planet, and is now contributing to the myNoise project with one of his favorite instruments. The marimba is a gorgeous instrument that is capable of creating beautifully sonorous combinations of polyrhythms, intertwining together to make something that keeps changing — even more so on myNoise with its unique audio engine that relies on free-running tracks. Even at startup, the generator plays differently. Have a try by reloading the page; it's subtle, but not for the trained ear. The attentive listener will also notice two synthesizer tracks on this soundscape. I have always been reluctant to mix electronic and acoustic sources, as the charm of one often destroys the charm of the other. It’s like mixing horses with motorcycles in the same race. Now, there are some artists that do master such an eclectic blending of acoustic and electronic sounds, and Peter Gabriel is my favorite. I was surprised to find two synth tracks on Ben's contribution and was ready to discard them without further judgement as I believed I am yet to have someone like Peter Gabriel among my fans. However, I then realized that these two tracks were sonic gems, totally making sense sonically in the soundscape. And this, to me, confirmed the indisputable talent of Ben Clark. ","Маримбы
Соник мастерами по дереву-это большая честь приветствовать Бен Кларк, поклонник этот сайт и профессиональный барабанщик, базирующаяся в Лондоне, сейчас пишу и гастролей с Zooni . Хотя Бен-это прежде всего набор ударных плеер, он увлечен ударные всех видов, особенно для маримбы и вибрафона. Бен играл с некоторыми из лучших музыкантов на планете, и сейчас в проекте участвуют myNoise с одним из его любимых инструментов. Маримба-это великолепный инструмент, который способен создавать красиво звучные сочетания полиритмов, переплетаясь вместе, чтобы сделать что-то, что постоянно меняется — тем более на myNoise с его уникальной звуковой движок, который основывается на беговых дорожек. Даже при запуске, генератор играет по-разному. Попробуйте на перезагрузки страницы; это тонкий, но не для тренированного уха. Внимательный слушатель заметит два синтезатора треки на этом звуковой. Я всегда избегал сочетания электронных и акустических источников, как очарование часто разрушает очарование другого. Это как смешивать коней с мотоциклами в той же расы. Теперь, есть некоторые художники, которые освоить столь эклектичное сочетание акустических и электронных звуков, и Питер Гэбриэл-это мой любимый. Я был удивлен найти два синтезатора песни о вкладе Бена и был готов отбросить их без дальнейшего суда, как я считал, я еще с кем-то вроде Питера Гэбриела среди моих поклонников. Однако, потом я понял, что эти два трека были Соник камней, полностью имеет смысл в плане звука в звуковой. И это, для меня, подтвердил бесспорный талант Бена Кларка. "
19,MAGIC_SPACE,https://mynoise.net/Data/MAGIC_SPACE/bg.jpg,"Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ",Space Odyssey,https://mynoise.net/NoiseMachines/magicSpaceGenerator.php,"Space Odyssey
Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ","Космическая Одиссея
Откройте для себя нашу серию волшебный генератор... для патронов только. Вы можете быть поражены несколько звуковых генераторов myNoise раньше, но они будут в буквальном смысле удивит вас, всегда! Наши волшебные серии-это бонус для людей, которые поддерживают этот сайт. Каждый раз при загрузке страницы, стебли слепо взяты из нашей большой бассейн из высококачественных аудиозаписей, создавая атмосферу, которая является уникальной на данный момент. "
20,ATOMIC,https://mynoise.net/Data/ATOMIC/bg.jpg,"They went to Oak Ridge City with recording equipment... Audio productions combining documentary archives and electronic music have always been among my favorites. That taste dates back from my mid-teens, when Paul Hardcastle's song "" "" topped the charts. Its early use of sampled speech made a strong impression on me. Though not exactly programmed in the same style as Paul Hardcastle, this myNoise track is definitely a sequel of that longlasting influence. Check out the original CBS radio documentary broadcasted on Feb. 25th 1950. ",Atomic City,https://mynoise.net/NoiseMachines/atomicCitySequenceGenerator.php,"Atomic City
They went to Oak Ridge City with recording equipment... Audio productions combining documentary archives and electronic music have always been among my favorites. That taste dates back from my mid-teens, when Paul Hardcastle's song "" "" topped the charts. Its early use of sampled speech made a strong impression on me. Though not exactly programmed in the same style as Paul Hardcastle, this myNoise track is definitely a sequel of that longlasting influence. Check out the original CBS radio documentary broadcasted on Feb. 25th 1950. ","Атомный Город
Они пошли в города Оак Ридж с записывающей аппаратурой... аудио-постановок, сочетающий документальные архивы и электронная музыка всегда была среди моих любимых. Что вкус восходит из моего подросткового возраста, когда песня пол Хардкастл "" и "" возглавил чарты. Его раннее использование образцов речи произвело на меня сильное впечатление. Хотя точно не запрограммированы в том же стиле, Пол Хардкасл, это myNoise трек довольно продолжение этого длительного влияния. Проверить оригинальный радио CBS документальный фильм транслировался на Февраля. 25-е 1950. "
21,BINAURALPURE,https://mynoise.net/Data/BINAURALPURE/bg.jpg,"Binaural Beats Pure tones played together interfere with each other when they are close in pitch but not identical. When each tone is sent to a different ear, there will not be any physical interaction between the waves, yet your brain still creates an interference inside your head: the so-called binaural beat. In order to create a binaural beat, each ear must receive its dedicated signal. Therefore, binaural beats only work through headphones. Most binaural beat generators on the Internet use two carriers: one for each ear. We use 10 of them instead, creating the most complex beating patterns ever produced online! We also use the purest sine waves generated from a professional test tone generator , ensuring the clearest and deepest beats. Activating the motion feature ever-changes the beating patterns, entraining various brainwaves frequencies one after the other. Have a try! myNoise.net provides two binaural beat players . The carriers on this one have been set to harmonic frequencies and produce pure binaural beats. ",Binaural Harmonics,https://mynoise.net/NoiseMachines/pureBinauralBrainwaveGenerator.php,"Binaural Harmonics
Binaural Beats Pure tones played together interfere with each other when they are close in pitch but not identical. When each tone is sent to a different ear, there will not be any physical interaction between the waves, yet your brain still creates an interference inside your head: the so-called binaural beat. In order to create a binaural beat, each ear must receive its dedicated signal. Therefore, binaural beats only work through headphones. Most binaural beat generators on the Internet use two carriers: one for each ear. We use 10 of them instead, creating the most complex beating patterns ever produced online! We also use the purest sine waves generated from a professional test tone generator , ensuring the clearest and deepest beats. Activating the motion feature ever-changes the beating patterns, entraining various brainwaves frequencies one after the other. Have a try! myNoise.net provides two binaural beat players . The carriers on this one have been set to harmonic frequencies and produce pure binaural beats. ","Бинауральные Гармоник
Бинауральные ритмы чистых тонов играли вместе мешают друг другу, когда они находятся рядом в поле, но не идентичны. Когда каждый сигнал передается в другое ухо, там не будет какого-либо физического взаимодействия между волнами, пока ваш мозг все еще создает помехи в голове: так называемые бинауральные бить. Для создания бинауральных биений, каждое ухо должен получать свою выделенного сигнала. Поэтому, бинауральные ритмы работать только через наушники. Большинство бинауральных биений генераторов в Интернете используют два перевозчика: один для каждого уха. Мы используем 10 из них вместо того, чтобы, создавая самые сложные ритмы когда-либо созданных онлайн! Мы также используем чистейшую синусоидальной волны, генерируемые из профессиональный генератор тестового сигнала , обеспечивая ясные и глубочайшие удары. Активировав функцию движения постоянно меняет ритмы, захватывая различные частоты мозговых волн, одна за другой. Попробуйте! myNoise.net обеспечивает два бинауральных бить игроков . Перевозчики на этот раз были настроены на частоты гармоник и производить чистые бинауральные ритмы. "
22,FACTORY,https://mynoise.net/Data/FACTORY/bg.jpg,"Mass Production Noise From the heart of the 18th century came the groundbreaking Industrial Revolution, an era of advancement and efficiency for the human race on a fundamental level. Beginning in England with the textile industry, the invention and innovation of new machinery and the use of steam power replaced repetitive manual labor performed by humans and animals. Factories were born for the purpose of mass production. And now, with this generator, you can step inside one of those factories and audibly experience history being made for yourself. The only question is: Which earth-shattering innovation of the Industrial era is being developed around you? ",Industrial Revolution,https://mynoise.net/NoiseMachines/industrialRevolutionNoiseGenerator.php,"Industrial Revolution
Mass Production Noise From the heart of the 18th century came the groundbreaking Industrial Revolution, an era of advancement and efficiency for the human race on a fundamental level. Beginning in England with the textile industry, the invention and innovation of new machinery and the use of steam power replaced repetitive manual labor performed by humans and animals. Factories were born for the purpose of mass production. And now, with this generator, you can step inside one of those factories and audibly experience history being made for yourself. The only question is: Which earth-shattering innovation of the Industrial era is being developed around you? ","Промышленная Революция
Массовое производство шума из сердца 18 века появился принципиально промышленной революции, в эпоху прогресса и эффективности для человеческой расы на фундаментальном уровне. Начало в Англии в текстильной промышленности, изобретение и внедрение новых машин и использование паровой энергии заменены повторяющиеся ручной труд в исполнении людей и животных. Заводы были рождены для целей массового производства. И теперь, с помощью этого генератора, вы можете шаг в один из этих фабрик и звуковой истории опыт для себя. Вопрос только в том: какой поразительный инновационной индустриальной эпохи разрабатывается вокруг вас? "
23,MAGIC_MEDITATION,https://mynoise.net/Data/MAGIC_MEDITATION/bg.jpg,"Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ",Zen Garden,https://mynoise.net/NoiseMachines/magicMeditationGenerator.php,"Zen Garden
Discover our Magic Generator Series... for Patrons Only. You may have been amazed by a couple of myNoise sound generators before, but these ones will quite literally surprise you, always! Our Magic series is a bonus for the people who support this website. Every time the page loads, stems are blindly drawn from our large pool of high quality audio recordings, creating an ambience that is unique to this moment. ","Дзен Сад
Откройте для себя нашу серию волшебный генератор... для патронов только. Вы можете быть поражены несколько звуковых генераторов myNoise раньше, но они будут в буквальном смысле удивит вас, всегда! Наши волшебные серии-это бонус для людей, которые поддерживают этот сайт. Каждый раз при загрузке страницы, стебли слепо взяты из нашей большой бассейн из высококачественных аудиозаписей, создавая атмосферу, которая является уникальной на данный момент. "
24,VOCALDRONE,https://mynoise.net/Data/VOCALDRONE/bg.jpg,"The Calming Tension Sustained choir sounds are, for many people, a favorite: they are peaceful, highly calming and inspirational. If you haven't discovered it yet, we invite you to listen to our Tibetan Choir – probably one of the most fascinating soundscapes on this website – and read the listener testimonials. With its timbral variations, the Tibetan Choir is amazing: there are no chords, just one steady note sung by different throat singers. Aeternitas will fascinate you for the opposite reason: while the timbre remains very even, the sound always changes because of varying underlying chords. Aeternitas relies on suspended chords. In music, suspended chords lack the third interval - a key to creating an open sound - but have the second and the fourth, both known to bring dissonance. Dissonance plays an important role in Western music. Contrary to popular belief, dissonances are enjoyable: they build tension and anticipation, which upon resolution leave room for a wonderful feeling of serenity that would not have existed otherwise. ",Aeternitas,https://mynoise.net/NoiseMachines/infiniteChoirDroneGenerator.php,"Aeternitas
The Calming Tension Sustained choir sounds are, for many people, a favorite: they are peaceful, highly calming and inspirational. If you haven't discovered it yet, we invite you to listen to our Tibetan Choir – probably one of the most fascinating soundscapes on this website – and read the listener testimonials. With its timbral variations, the Tibetan Choir is amazing: there are no chords, just one steady note sung by different throat singers. Aeternitas will fascinate you for the opposite reason: while the timbre remains very even, the sound always changes because of varying underlying chords. Aeternitas relies on suspended chords. In music, suspended chords lack the third interval - a key to creating an open sound - but have the second and the fourth, both known to bring dissonance. Dissonance plays an important role in Western music. Contrary to popular belief, dissonances are enjoyable: they build tension and anticipation, which upon resolution leave room for a wonderful feeling of serenity that would not have existed otherwise. ","Aeternitas
Успокаивающий напряжения устойчивого хор звучит, для многих людей любимым: они мирные, очень успокаивает и вдохновляет. Если вы еще не открыли его, мы приглашаем вас послушать наш Тибетский хор – наверное, один из самых красивых ландшафтов на этот сайт и прочитал отзывы слушателя. С его тембральных вариаций, Тибетский хор удивительно: здесь нет аккордов, есть только один устойчивый ноту в исполнении разных певцов горло. Aeternitas очаруют вас по противоположной причине: в то время как тембр остается очень даже, звук всегда изменяется из-за изменения базовых аккордов. Aeternitas опирается на подвесные связки. В музыке, подвешенный аккорды отсутствие третьего интервала - это ключ к созданию открытого звука, но есть второй и четвертый, как известно, приносят диссонанс. Диссонанса играет важную роль в западной музыке. Вопреки распространенному мнению, диссонансами являются приятным: они строят напряжении и ожидании, которые на разрешение оставить место для удивительное чувство спокойствия, что не существовало бы иначе. "
25,CHAPELVOICES,https://mynoise.net/Data/CHAPELVOICES/bg.jpg,"Hidden Spaces An acoustic space doesn't make any sound by itself. It requires an external sound to reveal itself to you. It's like standing in a spectacular cave with wonderful formations and colors around you. In complete darkness, you won't to see anything. Magnificent things need light to be seen. It's the same with acoustic spaces (the cave), silence (the darkness), sound (the light), and our hearing (vision). There are many beautiful acoustic spaces around us that we barely notice. Among human-made spaces, places of worship are often beauties for our ears, too. When entering such acoustic spaces, sound lovers won't resist producing a sound to expose their particular sonic signatures. I will often clap my hands, just once, and listen to the echo and reverberation. However, these places really shine when one starts to sing. Singing plays an important role to many religions as it touches responsive souls deeply. Not surprisingly, chapels and churches have been designed to resonate to the sound of the voice. Singing in a chapel or a church is a wonderful experience for the singer and the audience. This generator tries to recreate this ambience from a listener's perspective. So, here we are, in a chapel, with a couple of friends. El Grey and Enlia take care of the higher frequencies, and Les Amicroches , a Belgian male choir, are filling the lower register. And your humble servant is playing the harmonium. Sit quietly now and listen to the sound filling this sacred space. ",Chapel Voices,https://mynoise.net/NoiseMachines/chapelVoicesSoundscape.php,"Chapel Voices
Hidden Spaces An acoustic space doesn't make any sound by itself. It requires an external sound to reveal itself to you. It's like standing in a spectacular cave with wonderful formations and colors around you. In complete darkness, you won't to see anything. Magnificent things need light to be seen. It's the same with acoustic spaces (the cave), silence (the darkness), sound (the light), and our hearing (vision). There are many beautiful acoustic spaces around us that we barely notice. Among human-made spaces, places of worship are often beauties for our ears, too. When entering such acoustic spaces, sound lovers won't resist producing a sound to expose their particular sonic signatures. I will often clap my hands, just once, and listen to the echo and reverberation. However, these places really shine when one starts to sing. Singing plays an important role to many religions as it touches responsive souls deeply. Not surprisingly, chapels and churches have been designed to resonate to the sound of the voice. Singing in a chapel or a church is a wonderful experience for the singer and the audience. This generator tries to recreate this ambience from a listener's perspective. So, here we are, in a chapel, with a couple of friends. El Grey and Enlia take care of the higher frequencies, and Les Amicroches , a Belgian male choir, are filling the lower register. And your humble servant is playing the harmonium. Sit quietly now and listen to the sound filling this sacred space. ","Часовня Голоса
Скрытые пространства акустического пространства не производит никакого звука сама по себе. Это требует внешнего звука, чтобы раскрыть себя вам. Это как стоя в эффектной пещера с прекрасным образований и цветов вокруг вас. В полной темноте, вы не будете ничего видеть. Великолепные вещи нужен свет, чтобы было видно. То же самое и с акустических пространств (пещеры), тишина (темнота), звук (свет), слух (зрение). Есть много красивых акустического пространства вокруг нас, что мы едва замечаем. Среди антропогенных пространств, мест поклонения часто красавицы для наших ушей, тоже. При вводе таких акустических пространств, звуковые любителей не сопротивляться производя звук, чтобы разоблачить их звуковых подписей. Я часто буду хлопать мои руки, только один раз, и слушать Эхо и реверберации. Однако, эти места действительно сиять, когда один начинает петь. Пение играет важную роль для многих религий, поскольку она затрагивает глубоко отзывчивые души. Не удивительно, часовни и церкви были разработаны, чтобы резонировать на звук голоса. Пение в часовне или церкви-это замечательный опыт для певицы и зрителей. Этот генератор пытается воссоздать эту атмосферу с точки зрения слушателя. Итак, мы здесь, в часовне, с парой друзей. Эль-серый и Enlia заботиться о более высоких частотах, и лес Amicroches , бельгийский мужской хор, заполняют нижнем регистре. И ваш покорный слуга играет на фисгармонии. Тихо сидеть сейчас и слушать звуковое наполнение этого священного места. "
26,SUNIKWATER,https://mynoise.net/Data/SUNIKWATER/bg.jpg,"The Water Hurst of Sunik As I was hiking on the Slovenian mountainside looking for sounds to record, a notice board drew my attention. By pure coincidence, I just hit the perfect spot! I was about to enter an enchanted forest, with creeks, pools, waterfalls, and small wooden footbridges all around. The board read : In the middle of intact nature, by the water stream, is the hidden nook, abundant with wonderful energies. The areas, exceptionally rich with energies, accumulate in cascades and pools. These energical springs influence very favourably on the man's feelings: they can also appease different pain and illness conditions. The healing effect of water is based on the fact that our emotional system, which is in resonance with water, is able to call the information advantageous and necessary for health and good feeing, from water drops every moment. [sic] ",Healing Water,https://mynoise.net/NoiseMachines/healingWaterSoundscapeGenerator.php,"Healing Water
The Water Hurst of Sunik As I was hiking on the Slovenian mountainside looking for sounds to record, a notice board drew my attention. By pure coincidence, I just hit the perfect spot! I was about to enter an enchanted forest, with creeks, pools, waterfalls, and small wooden footbridges all around. The board read : In the middle of intact nature, by the water stream, is the hidden nook, abundant with wonderful energies. The areas, exceptionally rich with energies, accumulate in cascades and pools. These energical springs influence very favourably on the man's feelings: they can also appease different pain and illness conditions. The healing effect of water is based on the fact that our emotional system, which is in resonance with water, is able to call the information advantageous and necessary for health and good feeing, from water drops every moment. [sic] ","Целебная Вода
Вода Херст ""Сюника"" как я был в походе на словенском горном ищу звуки записывать, доска объявлений привлекло мое внимание. По чистой случайности, я попала в идеальное место! Я вошел в волшебный лес, с ручьи, бассейны, водопады, и небольшие деревянные мостики все вокруг. Совет читайте : в середине нетронутой природы, поток воды, скрытый закуток, обилие с прекрасными энергиями. На территории, исключительно богатой с энергиями, накапливать в каскады и бассейны. Эти energical пружинах, очень благоприятно скажется на ощущениях человека: они также могут унять боль и различных заболеваний. Целебный эффект воды основан на том, что наша эмоциональная система, которая входит в резонанс с водой, способна вызвать информацию выгодные и необходимые для здоровья и хорошего ощущения, от капель воды каждую минуту. [зю] "
27,GREY,https://mynoise.net/Data/GREY/bg.jpg,"Grey Noise myNoise is the only place on the Internet that is able to produce genuine grey noise, a noise that feels perceptually flat across all frequencies in the human hearing range. True sources of grey noise are scarce, because they require taking your hearing thresholds into account, and to generate a sound that is specifically designed for your ears. It also needs to compensate for the particular frequency response of your audio equipment. These are the reasons why most noise providers on the Internet only deliver generic noises such as White Pink , or Brown noises. Among all noise colors available, grey noise has the highest efficiency, offering the same therapeutic performance at quieter levels.",Grey Noise,https://mynoise.net/NoiseMachines/greyNoiseGenerator.php,"Grey Noise
Grey Noise myNoise is the only place on the Internet that is able to produce genuine grey noise, a noise that feels perceptually flat across all frequencies in the human hearing range. True sources of grey noise are scarce, because they require taking your hearing thresholds into account, and to generate a sound that is specifically designed for your ears. It also needs to compensate for the particular frequency response of your audio equipment. These are the reasons why most noise providers on the Internet only deliver generic noises such as White Pink , or Brown noises. Among all noise colors available, grey noise has the highest efficiency, offering the same therapeutic performance at quieter levels.","Серый Шум
Серый myNoise шум-это единственное место в интернете, что способен произвести подлинное серый шум, шум, который чувствует себя перцептивно плоской на всех частотах в диапазон человеческого слуха. Правда, источники из серого шума не хватает, потому что они требуют, принимая вашего слуха пороги на счету, и чтобы создать звук, который разработан специально для ваших ушей. Он также должен компенсировать определенной частоты звукового оборудования. Таковы причины, почему большинство провайдеров шума в Интернете только поставить универсальный шумы, такие как белый, розовый или коричневый шум. Среди всех цветов, существующих шум, серый шум имеет наибольшую эффективность, с той же терапевтической эффективности на малых уровнях."
28,FOREST,https://mynoise.net/Data/FOREST/bg.jpg,"Nature Sounds from a European Primeval Forest A third of Europe is covered by forests, most of them plantations or secondary growth, having been logged sometime in the last few hundred years. This soundscape has been recorded in the Bieszczady National Park — one of the few remaining primeval forests in Europe — during my sampling session in Poland. Bieszczady is located at the extreme south-east corner of Poland, bordering Slovakia and Ukraine. The park and its surroundings are part of the wider UNESCO East Carpathian Biosphere Reserve, an area of land where the woods are mostly natural. If you are wondering how the bird flapping sounds were recorded, as well as the other animal sounds: by hiding recorders in the forest and leaving them running for 24-hours continuously, without any human presence. Behind-the-scene pictures are available here ",Primeval Forest,https://mynoise.net/NoiseMachines/primevalEuropeanForestSoundscapeGenerator.php,"Primeval Forest
Nature Sounds from a European Primeval Forest A third of Europe is covered by forests, most of them plantations or secondary growth, having been logged sometime in the last few hundred years. This soundscape has been recorded in the Bieszczady National Park — one of the few remaining primeval forests in Europe — during my sampling session in Poland. Bieszczady is located at the extreme south-east corner of Poland, bordering Slovakia and Ukraine. The park and its surroundings are part of the wider UNESCO East Carpathian Biosphere Reserve, an area of land where the woods are mostly natural. If you are wondering how the bird flapping sounds were recorded, as well as the other animal sounds: by hiding recorders in the forest and leaving them running for 24-hours continuously, without any human presence. Behind-the-scene pictures are available here ","Первобытный Лес
Звуки природы в Европе первобытный лес третья часть Европы покрыта лесами, большинство из них плантации или среднего роста, зарегистрированные где-то в последние несколько сотен лет. Этот звуковой был записан в Бещадский Национальный парк — один из немногих оставшихся девственных лесов в Европе — во время моего сеанса выборки в Польше. Бещады расположен в крайнем юго-восточном углу Польши, на границе Словакии и Украины. Парк и его окрестности являются частью более широкой ЮНЕСКО Восточно-Карпатский биосферный заповедник, участок земли, где лес в основном натуральные. Если вы задаетесь вопросом, как хлопающие звуки птиц были зафиксированы, а также другие звуки животных: путем сокрытия рекордеры в лесу и оставлять их работы в течение 24-часов непрерывно, без какого-либо присутствия человека. Закулисные фотографии доступны здесь "
29,SLOWMOTION,https://mynoise.net/Data/SLOWMOTION/bg.jpg,"Tribute to a Greek God Childhood is a time steeped in influences. I don't know where my passion for synthesizers came from, but Jarre and Vangelis were certainly around when it happened. Jarre I remember for his plethora of electronic sounds, and Vangelis for his musicality. Vangelis knows how to make synthesizers as expressive as real musical instruments. This generator is dedicated to him. Vangelis fans will easily recognize the multiple references to Chariots of Fire in this soundscape: the title, the background image and the sounds of course. If you don't get these, this YouTube video will put you on track (pun intended). Slow Motion also makes reference to how the highly repetitive tracks evolve over time, very slowly. This is the nature of analog synthesizers: the sound never repeats exactly the same and it has a life of its own. Isolate one of the first slider tracks and listen for a minute or two. You will understand what I mean. This generator really shines when slider animation is activated. Set Animation Mode to Extreme manually - now - or click here to reload the page with the slider animation running. Animation will turn tracks on and off randomly to reveal unique combinations over time. A last thing: if you miss an acoustic piano playing along (why would you? ... well, Vangelis fans know), try adding 88 keys I would like to express my gratitude not only to Mr. Vangelis, but also to Torley who helped me to create this sound generator. ",Slow Motion,https://mynoise.net/NoiseMachines/slowMotionSequenceGenerator.php,"Slow Motion
Tribute to a Greek God Childhood is a time steeped in influences. I don't know where my passion for synthesizers came from, but Jarre and Vangelis were certainly around when it happened. Jarre I remember for his plethora of electronic sounds, and Vangelis for his musicality. Vangelis knows how to make synthesizers as expressive as real musical instruments. This generator is dedicated to him. Vangelis fans will easily recognize the multiple references to Chariots of Fire in this soundscape: the title, the background image and the sounds of course. If you don't get these, this YouTube video will put you on track (pun intended). Slow Motion also makes reference to how the highly repetitive tracks evolve over time, very slowly. This is the nature of analog synthesizers: the sound never repeats exactly the same and it has a life of its own. Isolate one of the first slider tracks and listen for a minute or two. You will understand what I mean. This generator really shines when slider animation is activated. Set Animation Mode to Extreme manually - now - or click here to reload the page with the slider animation running. Animation will turn tracks on and off randomly to reveal unique combinations over time. A last thing: if you miss an acoustic piano playing along (why would you? ... well, Vangelis fans know), try adding 88 keys I would like to express my gratitude not only to Mr. Vangelis, but also to Torley who helped me to create this sound generator. ","Медленное Движение
Дань греческому богу детство-это время пропитано влияниями. Я не знаю, где моя страсть к синтезаторам, но Жарр и Вангелис, конечно, были рядом, когда это случилось. Жарра я помню, за его множество электронных звуков, и Вангелис за его музыкальность. Вангелис знает, как сделать синтезаторов, как выразительны, как настоящие музыкальные инструменты. Этот генератор предназначен для него. Поклонников Вангелиса будет легко узнать несколько ссылок на ""Огненные колесницы"" в этом саундскейп: название, фонового изображения и звуки, конечно. Если вы не получите это, это видео на YouTube будет поставить вас на пути (каламбур). Медленное движение также упоминается как высоко повторяющихся развиваться с течением времени, очень медленно. Такова природа аналоговые синтезаторы: звук никогда не повторяется точно так же и он имеет свою собственную жизнь. Изолировать один из первых слайдер треки и слушать на минуту или две. Вы поймете, что я имею в виду. Этот генератор действительно сияет, когда активизируется ползунок анимации. Установите режим анимации на крайние вручную - сейчас - или нажмите здесь, чтобы перезагрузить страницу с анимацией слайдера работает. Анимация будет включить треки и выключается случайным образом раскрыть уникальные комбинации во времени. Последняя вещь: если вы пропустите акустический играть на пианино вместе (зачем? ... ну, Вангелис фанаты знают), попробуйте добавить 88 клавиш, я хотел бы выразить свою благодарность не только г-на Вангелиса, но и Torley, кто помог мне создать этот звуковой генератор. "
30,NEUROMOD,https://mynoise.net/Data/NEUROMOD/bg.jpg, This generator is available as a free download for our free myNoise iOS and myNoise Android Apps!,Neural Symphony,https://mynoise.net/NoiseMachines/neuromodulationTonesGenerator.php,"Neural Symphony
 This generator is available as a free download for our free myNoise iOS and myNoise Android Apps!","Нейронные Симфония
Этот генератор доступен в качестве бесплатного скачивания на нашу бесплатную myNoise iOS и myNoise приложения Android!"
